10102000,10102001,18
10102000,10102001,19
10102000,10102001,20
10102000,10102001,21
10102000,10102001,22
10102000,10102001,23
10102000,10102001,24
10102000,10102001,25
10102000,10102001,26
10102000,10102001,27
10102000,10102001,28
10102000,10102001,29
10102000,10102001,30
10102000,10102001,31
10102000,10102001,32
10102000,10102001,33
10102000,10102001,34
10102000,10102001,35
10102000,10102001,36
10102000,10102001,37
10102000,10102001,38
10102000,10102001,39
10102000,10102001,40
10102000,10102001,41
10102000,10102001,42
10102000,10102001,43
10102000,10102001,44
10102000,10102001,45
10102000,10102001,46
10102000,10102001,47
10102000,10102001,48
10102000,10102001,49
10102000,10102001,50
10102000,10102001,51
10102000,10102001,52
10102000,10102001,53
10102000,10102001,54
10102000,10102001,55
10102000,10102001,56
10102000,10102001,57
10102000,10102001,58
10102000,10102001,59
10102000,10102001,60
10102000,10102001,61
10102000,10102001,62
10102000,10102001,63
10102000,10102001,64
10102000,10102001,65
10102000,10102001,66
10102000,10102001,67
10102000,10102001,68
10102000,10102001,69
10102000,10102001,70
10102000,10102001,71
10102000,10102001,72
10102000,10102001,73
10102000,10102001,74
10102000,10102001,75
10102000,10102001,76
10102000,10102001,77
10102000,10102001,78
10102000,10102001,79
10102000,10102001,80
10102000,10102002,18
10102000,10102002,19
10102000,10102002,20
10102000,10102002,21
10102000,10102002,22
10102000,10102002,23
10102000,10102002,24
10102000,10102002,25
10102000,10102002,26
10102000,10102002,27
10102000,10102002,28
10102000,10102002,29
10102000,10102002,30
10102000,10102002,31
10102000,10102002,32
10102000,10102002,33
10102000,10102002,34
10102000,10102002,35
10102000,10102002,36
10102000,10102002,37
10102000,10102002,38
10102000,10102002,39
10102000,10102002,40
10102000,10102002,41
10102000,10102002,42
10102000,10102002,43
10102000,10102002,44
10102000,10102002,45
10102000,10102002,46
10102000,10102002,47
10102000,10102002,48
10102000,10102002,49
10102000,10102002,50
10102000,10102002,51
10102000,10102002,52
10102000,10102002,53
10102000,10102002,54
10102000,10102002,55
10102000,10102002,56
10102000,10102002,57
10102000,10102002,58
10102000,10102002,59
10102000,10102002,60
10102000,10102002,61
10102000,10102002,62
10102000,10102002,63
10102000,10102002,64
10102000,10102002,65
10102000,10102002,66
10102000,10102002,67
10102000,10102002,68
10102000,10102002,69
10102000,10102002,70
10102000,10102002,71
10102000,10102002,72
10102000,10102002,73
10102000,10102002,74
10102000,10102002,75
10102000,10102002,76
10102000,10102002,77
10102000,10102002,78
10102000,10102002,79
10102000,10102002,80
10102000,10102005,18
10102000,10102005,19
10102000,10102005,20
10102000,10102005,21
10102000,10102005,22
10102000,10102005,23
10102000,10102005,24
10102000,10102005,25
10102000,10102005,26
10102000,10102005,27
10102000,10102005,28
10102000,10102005,29
10102000,10102005,30
10102000,10102005,31
10102000,10102005,32
10102000,10102005,33
10102000,10102005,34
10102000,10102005,35
10102000,10102005,36
10102000,10102005,37
10102000,10102005,38
10102000,10102005,39
10102000,10102005,40
10102000,10102005,41
10102000,10102005,42
10102000,10102005,43
10102000,10102005,44
10102000,10102005,45
10102000,10102005,46
10102000,10102005,47
10102000,10102005,48
10102000,10102005,49
10102000,10102005,50
10102000,10102005,51
10102000,10102005,52
10102000,10102005,53
10102000,10102005,54
10102000,10102005,55
10102000,10102005,56
10102000,10102005,57
10102000,10102005,58
10102000,10102005,59
10102000,10102005,60
10102000,10102005,61
10102000,10102005,62
10102000,10102005,63
10102000,10102005,64
10102000,10102005,65
10102000,10102005,66
10102000,10102005,67
10102000,10102005,68
10102000,10102005,69
10102000,10102005,70
10102000,10102005,71
10102000,10102005,72
10102000,10102005,73
10102000,10102005,74
10102000,10102005,75
10102000,10102005,76
10102000,10102005,77
10102000,10102005,78
10102000,10102005,79
10102000,10102005,80
10102000,10102006,18
10102000,10102006,19
10102000,10102006,20
10102000,10102006,21
10102000,10102006,22
10102000,10102006,23
10102000,10102006,24
10102000,10102006,25
10102000,10102006,26
10102000,10102006,27
10102000,10102006,28
10102000,10102006,29
10102000,10102006,30
10102000,10102006,31
10102000,10102006,32
10102000,10102006,33
10102000,10102006,34
10102000,10102006,35
10102000,10102006,36
10102000,10102006,37
10102000,10102006,38
10102000,10102006,39
10102000,10102006,40
10102000,10102006,41
10102000,10102006,42
10102000,10102006,43
10102000,10102006,44
10102000,10102006,45
10102000,10102006,46
10102000,10102006,47
10102000,10102006,48
10102000,10102006,49
10102000,10102006,50
10102000,10102006,51
10102000,10102006,52
10102000,10102006,53
10102000,10102006,54
10102000,10102006,55
10102000,10102006,56
10102000,10102006,57
10102000,10102006,58
10102000,10102006,59
10102000,10102006,60
10102000,10102006,61
10102000,10102006,62
10102000,10102006,63
10102000,10102006,64
10102000,10102006,65
10102000,10102006,66
10102000,10102006,67
10102000,10102006,68
10102000,10102006,69
10102000,10102006,70
10102000,10102006,71
10102000,10102006,72
10102000,10102006,73
10102000,10102006,74
10102000,10102006,75
10102000,10102006,76
10102000,10102006,77
10102000,10102006,78
10102000,10102006,79
10102000,10102006,80
10102000,10102007,18
10102000,10102007,19
10102000,10102007,20
10102000,10102007,21
10102000,10102007,22
10102000,10102007,23
10102000,10102007,24
10102000,10102007,25
10102000,10102007,26
10102000,10102007,27
10102000,10102007,28
10102000,10102007,29
10102000,10102007,30
10102000,10102007,31
10102000,10102007,32
10102000,10102007,33
10102000,10102007,34
10102000,10102007,35
10102000,10102007,36
10102000,10102007,37
10102000,10102007,38
10102000,10102007,39
10102000,10102007,40
10102000,10102007,41
10102000,10102007,42
10102000,10102007,43
10102000,10102007,44
10102000,10102007,45
10102000,10102007,46
10102000,10102007,47
10102000,10102007,48
10102000,10102007,49
10102000,10102007,50
10102000,10102007,51
10102000,10102007,52
10102000,10102007,53
10102000,10102007,54
10102000,10102007,55
10102000,10102007,56
10102000,10102007,57
10102000,10102007,58
10102000,10102007,59
10102000,10102007,60
10102000,10102007,61
10102000,10102007,62
10102000,10102007,63
10102000,10102007,64
10102000,10102007,65
10102000,10102007,66
10102000,10102007,67
10102000,10102007,68
10102000,10102007,69
10102000,10102007,70
10102000,10102007,71
10102000,10102007,72
10102000,10102007,73
10102000,10102007,74
10102000,10102007,75
10102000,10102007,76
