10102000,10102001
10102000,10102002
10102000,10102005
10102000,10102006
10102000,10102007
10102000,10102008
10102000,10102009
10102000,10102010
10102000,10102011
10102000,10102012
10102000,10102013
10102000,10102014
10102000,10102015
10102000,10102016
10102000,10102017
10102000,10102018
10103000,10103008
10103000,10103002
10103000,10103003
10103000,10103010
10103000,10103004
10103000,10103005
10103000,10103006
10103000,10103007
10103000,10103012
10103000,10103011
10103000,10103013
10103000,10103001
10103000,10103014
10103000,10103015
10103000,10103016
10103000,10103018
10103000,10103017
10105000,10105042
10105000,10105028
10105000,10105034
10105000,10105035
10105000,10105026
10105000,10105036
10105000,10105037
10105000,10105038
10105000,10105024
10105000,10105033
10105000,10105023
10105000,10105040
10105000,10105041
10105000,10105018
10105000,10105016
10105000,10105029
10105000,10105013
10105000,10105007
10105000,10105015
10105000,10105027
10105000,10105010
10105000,10105008
10105000,10105025
10105000,10105021
10105000,10105032
10105000,10105030
10105000,10105020
10105000,10105003
10105000,10105004
10105000,10105006
10105000,10105019
10105000,10105002
10105000,10105005
10105000,10105017
10105000,10105012
10105000,10105043
10105000,10105044
10105000,10105045
10104000,10104008
10104000,10104009
10104000,10104010
10104000,10104011
10104000,10104012
10104000,10104013
10104000,10104017
10104000,10104018
10104000,10104020
10104000,10104019
10104000,10104002
10104000,10104005
10104000,10104014
10104000,10104003
10104000,10104006
10104000,10104007
10101000,10101002
10101000,10101208
10101000,10101209
10101000,10101210
10101000,10101211
10101000,10101212
10101000,10101213
10101000,10101021
10101000,10101084
10101000,10101214
10101000,10101215
10101000,10101089
10101000,10101052
10101000,10101201
10101000,10101202
10101000,10101203
10101000,10101204
10101000,10101206
10101000,10101207
10101000,10101205
10101000,10101015
10101000,10101216
10101000,10101085
10101000,10101053
10101000,10101078
10101000,10101055
10101000,10101050
10101000,10101033
10101000,10101090
10101000,10101005
10101000,10101217
10101000,10101013
10101000,10101218
10101000,10101057
10101000,10101003
10101000,10101219
10101000,10101016
10101000,10101220
10101000,10101098
10101000,10101066
10101000,10101040
10101000,10101037
10101000,10101004
10101000,10101221
10101000,10101060
10101000,10101036
10101000,10101029
10101000,10101070
10101000,10101065
10101000,10101012
10101000,10101222
10101000,10101094
10101000,10101024
10101000,10101027
10101000,10101032
10101000,10101006
10101000,10101223
10101000,10101056
10101000,10101086
10101000,10101054
10101000,10101091
10101000,10101079
10101000,10101051
10101000,10101008
10101000,10101224
10101000,10101035
10101000,10101097
10101000,10101069
10101000,10101014
10101000,10101225
10101000,10101074
10101000,10101076
10101000,10101048
10101000,10101082
10101000,10101087
10101000,10101043
10101000,10101025
10101000,10101028
10101000,10101226
10101000,10101009
10101000,10101059
10101000,10101096
10101000,10101023
10101000,10101227
10101000,10101083
10101000,10101049
10101000,10101044
10101000,10101077
10101000,10101228
10101000,10101022
10101000,10101229
10101000,10101073
10101000,10101039
10101000,10101030
10101000,10101018
10101000,10101230
10101000,10101088
10101000,10101058
10101000,10101093
10101000,10101095
10101000,10101231
10101000,10101019
10101000,10101062
10101000,10101007
10101000,10101232
10101000,10101011
10101000,10101233
10101000,10101020
10101000,10101234
10101000,10101046
10101000,10101080
10101000,10101026
10101000,10101235
10101000,10101075
10101000,10101081
10101000,10101047
10101000,10101034
10101000,10101068
10101000,10101236
10101000,10101042
10101000,10101072
10101000,10101237
10101000,10101038
10118000,10118001
10118000,10118075
10118000,10118076
10118000,10118077
10118000,10118078
10118000,10118079
10118000,10118080
10118000,10118081
10118000,10118082
10118000,10118083
10118000,10118025
10118000,10118052
10118000,10118030
10118000,10118056
10118000,10118003
10118000,10118084
10118000,10118015
10118000,10118014
10118000,10118004
10118000,10118085
10118000,10118039
10118000,10118067
10118000,10118045
10118000,10118071
10118000,10118086
10118000,10118005
10118000,10118087
10118000,10118072
10118000,10118043
10118000,10118002
10118000,10118088
10118000,10118017
10118000,10118013
10118000,10118012
10118000,10118019
10118000,10118020
10118000,10118011
10118000,10118089
10118000,10118036
10118000,10118055
10118000,10118062
10118000,10118028
10118000,10118033
10118000,10118007
10118000,10118090
10118000,10118061
10118000,10118032
10118000,10118035
10118000,10118065
10118000,10118016
10118000,10118091
10118000,10118054
10118000,10118049
10118000,10118027
10118000,10118023
10118000,10118009
10118000,10118092
10118000,10118048
10118000,10118022
10118000,10118053
10118000,10118026
10118000,10118057
10118000,10118060
10118000,10118031
10118000,10118010
10118000,10118093
10118000,10118047
10118000,10118044
10118000,10118073
10118000,10118006
10118000,10118094
10118000,10118070
10118000,10118074
10118000,10118046
10118000,10118051
10118000,10118095
10118000,10118059
10118000,10118024
10118000,10118018
10118000,10118029
10118000,10118063
10118000,10118096
10118000,10118034
10118000,10118037
10118000,10118066
10131000,10131001
10131000,10131080
10131000,10131081
10131000,10131082
10131000,10131083
10131000,10131084
10131000,10131085
10131000,10131077
10131000,10131067
10131000,10131073
10131000,10131069
10131000,10131040
10131000,10131020
10131000,10131044
10131000,10131003
10131000,10131086
10131000,10131087
10131000,10131088
10131000,10131089
10131000,10131039
10131000,10131090
10131000,10131051
10131000,10131021
10131000,10131071
10131000,10131042
10131000,10131047
10131000,10131002
10131000,10131091
10131000,10131030
10131000,10131026
